n_halfhours,covered_hours,n_centres_total,n_centres_sufficient_coverage,mean_utilisation,median_utilisation,std_utilisation,coefficient_of_variation,peak_utilisation,peak_to_average_ratio,p90_utilisation,p95_utilisation,p99_utilisation,median_centre_cv,p90_centre_cv,mean_centre_mean_abs_delta_1h,p95_centre_mean_abs_delta_1h,top_1pct_interval_count,top_1pct_hours,top_1pct_share_of_total_energy_percent,top_1pct_share_of_above_mean_energy_percent,top_5pct_interval_count,top_5pct_hours,top_5pct_share_of_total_energy_percent,top_5pct_share_of_above_mean_energy_percent,top_10pct_interval_count,top_10pct_hours,top_10pct_share_of_total_energy_percent,top_10pct_share_of_above_mean_energy_percent
17520,8760.0,53,48,0.3194608244089708,0.3191667942616578,0.013289955873175913,0.04160120696415105,0.3683996547544206,1.1531919615996444,0.33626508557856555,0.3415665174979246,0.35158610256379513,0.07399086197583211,0.27007016296570663,0.003955235342394685,0.008821300485972511,176.0,88.0,1.1232213253022598,7.277587564436404,876.0,438.0,5.440303111186017,27.005531448184676,1752.0,876.0,10.74104567416391,45.45126243661711
